0;3.787
500;3.786
1000;3.785
1500;3.786
2000;3.786
2500;3.784
3000;3.783
3500;3.784
4000;3.786
4500;3.785
5000;3.784
5500;3.784
6000;3.785
6500;3.786
7000;3.786
7500;3.784
8000;3.783
8500;3.784
9000;3.783
9500;3.785
10000;3.786
